Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text
238443,B0000W0GQQ,A1B40VBHHI66HQ,Julie Jackson,2,2,5,1325894400,The absolute BEST vanilla,I have purchased this vanilla in a smaller quantity from a retail cooking store many times. This is a much better value and I use the vanilla in all my baking. YUM!
277297,B000VK8AVK,A1ANQK92F4HIJR,Pop lover,0,0,5,1328832000,I love these,very good ..very yummy... just  wish  jalapeno potato came in super share bags !!!!  that would be super awesome !
276485,B005PKMWH4,A37NVYKKO0Y5KM,B. Tammarine-Dickey,0,0,5,1346803200,Very beautiful bouquet,Arrived in a well packed box with modern square glass vase.  These gorgeous roses lasted more than a week.  I would definitely buy again.
378806,B0009AJQ0Q,A11L29WJU8L2GR,R. Torres,0,0,1,1245283200,All about the taste,"I am sorry to say these cookies did not taste at all like sugar cookies. They were actually salty, and not nice and chewy. The only good thing is that they arrived in one piece, no crumbs. However it did not deliver on the taste. Iw ill no0t be ordering from Scott's items again."
403657,B0016BPX7W,A1INUTY25I3WRN,Martha D. Hart,0,0,5,1296432000,Pie crust,I am pretty fussy when it comes to pie crust and it may not be moms recipe but it comes pretty close. For a mix it is darn good. Great for a quick pie.
14169,B0045XE32E,A25QJBK33C4O0R,"terpfan1980 ""Barry""",0,2,4,1299110400,The thought of reviewing a doggie treat...,"I have to LOL a bit at the ""How do you rate this item?"" question for this review.  How would ""I"" rate the item?  Do ""I"" like it?  Uh, sure, I feel really emotional about this item and I absolutely love it, can't you just picture me sitting here chewing on one of these treat biscuits?<br /><br />I suppose I shouldn't joke too much here since there's been stories of some people eating dog food for years, but really, I'm the human in the animal+human equation here and my opinion really isn't the one that matters for this product.  What matters is what the doggie thinks, or how she seems to react to being given one of these treats.  It's here that things remain tough though as the family dog behaves like many dogs do -- if it's at all edible, and heck, for a lot of things that aren't (like her stuffed toys that all die quick deaths), she'll have it gone so quickly you question whether she ever even tasted whatever it was you gave her.<br /><br />With that said, these dry biscuits do tend to slow her down a little, at least compared to some of the other treats we might give her.  (For example: <a href=""http://www.amazon.com/gp/product/B000OUOYH6"">Cardinal Laboratories Pet Botanics Training Rewards Treats, Beef 20 Ounces</a>).  Being dry, she's got to slow down a bit and crunch up these treats.  In our case, with a smaller dog (Pomeranian), she really has to crunch things up, even if we break these biscuits apart (they come as breakable bars with two smaller portions in each bar).  A larger dog wouldn't have that much work to do, or at least I doubt they would.  I'll find out a bit later as I intend to take a few of these treats over to my lady friend's house where her much bigger family dog can give them a try.<br /><br />Realistically, the Newman's Own brand is one that I enjoy supporting.  They have a good reputation for me and their products are always good.  These dog treats seem to be yet another good example of that."
85668,B000EM8UPQ,A3SG4VHOQGZVR8,Megan Wright,4,4,5,1167868800,Lawry's Spices & Seasonings - Enchilada Sauce,"I started using Lawry's Enchilada Sauce seasonings packets years ago when we lived in CA. When we moved to MN 20 years ago I was able to find it in stores here but in the last couple of years it has been unavailable. I have requested the stores start carring it again, to no avail. I was so excited to learn I could order it through Amazon and did. One hint, I sift out all the dried onion flakes before I add the remaining spices to the tomato paste. I prefer to sprinkle fresh green onion over the homemade cheese covered Enchiladas or Chili Rellenos along with a couple of dollops of sour cream and 2 or 3 olives.<br /><br />Wonderful!"
267888,B000LKZA1I,A2L9KE72NSMFND,gluten free in abq,1,1,5,1314144000,easiest of the gluten free pizza mixes and the best tasting!,"Product has the fewest steps in preparation, rolls out the easiest, is the crispiest and best tasting.  Have tried two other products of this tyoe and Namaste GF pizza mix rocks!"
512132,B0033WDDU6,A26J3F2WEKBPIA,John P.,0,0,5,1338940800,Excellent Gum!,"I read a lot of negative reviews on this gum, but I think it's great.  The flavor is excellent and it last a long time, longer than most gums.  I am a huge fan of the Trident Splash gum, but the only flavor sold in stores in my area is the Strawberry with Lime, so it's nice to have a different flavor.  Yes, the price is high for gum, but I was willing to pay a higher price to get something I desired and it was worth the cost."
462341,B003S9C79C,AFWMKXCYDP9UT,"Ashley L ""LAshleyC07""",0,0,4,1302220800,Cat liked it for a short time...,"I thought I found a new cat food my cat would love forever. However, after 2 weeks my cat would not touch the stuff...I guess it's back to the drawing board..."
337200,B000SU201O,A27Y75TIH2I7UT,Laura Ruby,1,1,5,1261526400,good buy,"It's the same good product I've been buying in one ounce containers, and this amounts to about half price.  I do wonder at the size of the jar, which is only about half full."
297030,B00395DVQS,A3PJZ8TU8FDQ1K,Jared Castle,1,1,5,1291852800,Rich aroma evokes a confectionery; light roast is delicious,"Be prepared for visitors. The decadent aroma of Chocolate Raspberry Truffle imbues your kitchen (or office) as you brew this light roast from Van Houtte. We brewed a couple cups at the office (in a cubicle) and the rich aroma carried through the office air vents, attracting droopy-eyed co-workers in search of chocolate.<br /><br />Delicate for a flavored coffee, this blend made a delicious afternoon treat. And, amazingly, the artificial flavoring doesn't leave a strong chemical aftertaste. The smell of rich chocolate and raspberries lingers after the last sip, giving the impression that a team of chocolatiers just departed. Honestly, <a href=""http://www.amazon.com/gp/product/B0039556K2"">Van Houtte Chocolate Raspberry Truffle</a> is heady stuff.<br /><br />We tested and enjoyed Van Houtte Chocolate Raspberry Truffle both on Keurig's small cup (5.25 oz) and small mug (7.25 oz) settings. According to the Van Houtte website, ""The 8-oz size makes the ideal cup of coffee, but you can vary the cup size if you want to change the coffee's strength (for example, choose a larger cup size to get a less intense cup of coffee).""<br /><br />If you are concerned about freshness, our box of 24K cups came with an expiration date of July 10, 2011, or more than six months from our purchase date.<br /><br />Rating: Five stars."
544296,B000AAIAH0,A39H6BG8D7VMX4,Amy,1,1,4,1294531200,My dog loves these,"These are great treats to use with the large blue disk like things.  The disc like things are good for hiding food and then my miniature schnauzer has to work to get them out.  If I put one of these treats on top she is trying to eat this thing for hours then can't even get it all, so it lasts for a few days before I have to take the treat out so she can finish it.  But I would definitely recommend this with the large blue disk like things as a toy that keeps a dog occupied for a pretty long time."
305661,B001ELL4E0,A1M1Y5UGONAW06,Jody,0,0,5,1264723200,Real food,"We've been experimenting with various oatmeals and this one, hands down, is the best we've found.  It's nutty, chewy and tastes good.  I don't even add salt.<br /><br />One caveat is to let it cook for longer than the package calls for, and add a bit more water.  After 20 minutes, it's still pretty soupy, but 30 minutes gives the perfect texture. For two servings, I use 1/2 cup oats to 1 1/2 cups of water, bring to a boil, cover, reduce the heat and cook for 30 minutes.  I usually add one T of brown sugar and a handful of dried blueberries, dried cranberries or raisins to the water before cooking.  The moisture plumps the dried fruit beautifully and the sugar adds just a hint of sweetness. Slosh on some low fat milk and it's good to go.  This is the perfect breakfast food!"
458371,B00158U8DU,AM4DVX6EIWD61,"Renee ""RShaef""",0,0,5,1331769600,"Easy to use, and it makes smooth and creamy milk!","I do have to say that I have a vitamix, too.  So, I am able to blend my almonds/coconut really well before pouring it into the nut milk bag.  It takes awhile to squeeze all the milk through (6-8 minutes), but it is worth it when it is done! The only thing is there is no instruction sheet that comes with the bag - or at least to my knowledge (maybe I unknowingly tossed it?).  So, search online for a recipe for nut milks."
399526,B00017LEXE,A1QY67UJ76TWQD,"James G. Bates ""UncleJim""",1,1,2,1209686400,average taste,"Popcorn has grear color (white)  But taste is average and due to shipping costing more then product, I would not buy again."
359466,B007M832YY,A13MKSASQ6YWL7,Brad Willis,0,0,3,1327968000,"I love Popchips, but I don't love this flavor","As I write this review, I'm looking at 3 large boxes of Popchips stacked in my living room.  I bought 2 of the 3 boxes, which each contain 24 bags of the chips.  One of the boxes I ordered is Popchips barbeque flavor, the other is the Popchips Variety Pack and now I have a box of the new Chili Lime Popchips that was provided by the manufacturer for this review.<br /><br />I am a big fan of Popchips and I've bought them many times.  Generally, Popchips are low in calories, low in fat and relatively low in sodium.  They make an excellent snack that's a lot better for you than regular potato chips.<br /><br />Problem is, the chili lime flavor really isn't very good, in my view.  There's sort of an off-putting aftertaste to them that I can't just put my finger on.  You can taste the lime, although it's a bit stronger than I'd like, and it sort of tastes like bad chili, but I'm not a fan of this variety.<br /><br />Sure, I'll eventually finish the box, but I wouldn't order them again.  So while I love Popchips in general and enthusiastically recommend them, I can't recommend these and give them a 2.5 star rating, which I'll round up to 3 stars mostly because I do like and support Popchips.<br /><br />I'd recommend avoiding these.  The flavor isn't quite right, in my view.  My favorite flavor is barbecue followed by plain and the variety pack is a good way to figure out what you like the best.  But I cannot recommend Chili Lime Popchips."
386103,B0045OTOWM,A3QEPF593S88ME,"ptlvr ""ptlvr""",0,0,4,1347667200,Could use thicker sticks for my big dogs,"My two long haired german shephards  love bully sticks. However, these are too thin for them. They are gone almost immediately. Probably very good for smaller dogs. I will look for a thick bully stick next time."
157385,B0019QT66I,A1045NW0WUEBP8,D. Boswell,0,1,5,1268784000,Calm Review,Natural Vitality's products are excellent and exactly as advertised. It's the best price I have found for Calm.
543014,B003MZC8NM,A1K6IF77MPVILO,Melissa,0,0,5,1328054400,BEST TEA EVER!!,I love Bigelow. They make great teas. I've tried all the seasonal teas and this is def my fav. by far. so incredibly delicious. i won't drink anything else. i wish they had a caffeine free version though.<br /><br />add some cream and sweetener and you'll be in heaven. dessert in a cup. yum!!!!! i could drink 4 cups a day. but i don't. lol.
541426,B001710L78,A3QC4TGOGUL1M5,"Spirit Visitor ""clairvoyant""",21,22,4,1179187200,FINEST BLEND OF sTROGANOFF IN DELICIOUS SAUCE,"Outstanding gourmet taste: the blend of mushrooms, steak and sauce is tantalyzing.  The orders could be divided, so that the entire order doen't have to be defrosted at once.  Possibly divide the large portion into three or four smaller ones. As it stands the order is easily microwavable."
8630,B003VXFK44,A1M1EPWQS8LWQY,LMM,0,0,3,1287187200,Possible K-cup Problem,"The taste is fine, but the K-cup container has opened at the seal during the brewing process on more than one occasion, resulting in a mouthful of coffee grounds!  I have never had this happen with any other brand of K-cup before and hope it is not the norm for Wolfgang Puck."
104800,B006N3I69A,A354CH4I93POJD,gmcjmc,1,1,1,1321315200,This is a total rip off...customer beware!,I was shocked when I received my shipment of this rip off instant coffee.  It doesn't even completely dissolve in my Keurig as it brews....a waste of time for a true coffee lover.  Just buy a jar of instant coffee.  They should not be allowed to sell this for use with Keurigs unless it clearly states...THIS IS INSTANT COFFEE!  It is unfair marketing and I will never again be duped by this company.
394571,B000FKGT8W,A3B8CF4V636M8U,H. Le,0,0,3,1236297600,"Good, not great","First, I would like to state that the free shipping was very fast, it took about 3 days to arrive.<br /><br />The chips weren't as flavorful as I was hoping.  The spices are pretty mild and lacked kick.  It was a generic southwest flavor.  It was hard to distinguish the avacado.  After the reviews, I was expecting better.  They are still good chips, but I wouldn't have bought a 12 case of them if I tried them before.<br /><br />Kudos for fast shipping, ho hum on the chips."
323373,B006CFW3CA,A2I1S6C9HIMV8O,Steve,0,1,5,1332115200,Great flavor with nice packaging,"Swirl green tea has me hooked since my first cup. I could really tell this is what a cup of enjoyable tea should be about with its quality tea leaves. Besides its easy brewing steps, the packaging, in my opinion, is what also sets it apart from many green tea products on the market, including many popular brands.<br /><br />The bag is sealed without any staples unlike many tea bags I've tried, and who knows what a staple could do to affect the overall flavor in hot water? I'm quite sure that once you give it a try, it'll be very difficult for you to get distracted by other inferior tea bags."
275394,B005VOONI0,A1N655X9X7C6QY,"C. Cook ""LIVE..........LOVE........AND..........",0,1,4,1334188800,Nice  mellow and Milder Jamaican Coffee,"This Marley Coffee is so "" No Worry Mon "" !!!---style...mellow and somewhat milder flavor and brew.<br /><br />I really like this as I drink multiple cups of coffee a day and find this style to be less "" wire-ing"" to my system.( lower caffine)<br /><br />Nice nutty smell in the cup and medium brown to the eye.<br /><br />This is not my first Jamaican coffee and IN GENERAL enjoy the Jamaican Coffee Bean---and of course one must take in some of the hype surrounding a coffee being called ""Marley"" and all that....AND if you-- like me -- enjoy trying different coffees of the world and don't want to be wired all the time by one of those expressos or other strong , thick , dark  and heavy coffees--then this would be one for you to try.<br /><br />I DO drink my coffee BLACK no cream and no sugar----so if you do as well--than here is another  PERFECT reason to LOVE this one.It does not need the cover up of the others with the milk and the sugars  in your cup!<br /><br />Hope you return and post your experience with this lovely and mild---- MARLEY COFFEE !"
182235,B000CR1VVI,A1E9EPU679WPMC,J L,0,0,5,1153785600,Del Monte Starkist Chunk Light Tuna,This solved a problem for me. I needed a way to ship canned goods to my elderly Mother. She loved the size of the cans and Starkist is the best.
216559,B003KV4LRO,AX3YG6UK66K7I,newzooreview,0,0,2,1346198400,So salty I can't eat it,"I don't know how anybody can eat these. I can't taste anything but salt. I hope this is just a bad batch because nobody else in the reviews complained about this being too salty to eat. I gave it two stars because it is just the right tenderness I was looking for. But unfortunately I can not enjoy any of it. I would have returned it and maybe gave this company another chance, but Amazon has a policy that you can't return groceries."
556210,B004EDZ87Y,A2SH6KIZQ5LMMG,"T. Schmidt ""tas""",0,0,5,1300924800,Celestial Seasonings Devonshire English Breakfast Black Tea,I highly recommend the English Breakfast Black Tea. I'm not real big on tea most of the time but I give this one 5 stars. Don't be shy and try it.
428554,B002R8J7YS,A32QYMDC6BROI3,Patricia A Manville,3,3,5,1282867200,Dogs love it,All my dogs loved this treat.  Smelled so good  you want to eat it too.  Great product with good healthy ingredients.
545300,B00164X9SE,A2J5MQA741T9EV,Kevin Lin,0,0,5,1327017600,What else is there to say?,"I've been craving oreos for the past week. What better way to satisfy my needs than to order online and have it delivered right to your doorstep?<br /><br />Comes in 12 packs of 6 oreos each, which is perfect for a little snack or to put inside a bag to eat later."
479443,B000CDMZDK,A1YUL9PCJR3JTY,"O. Brown ""Ms. O. Khannah-Brown""",1,1,3,1158192000,Perfumy disappointment,"***<br /><br />Tazo's Earl Grey Black Tea is very perfumy. I am used to drinking super-premium tea that have the real bergamot added, not the essence. So this tea tasted to me like regular black tea with a very, very strong bergamot-like flavor. I definitely did not care for it, although I love Earl Grey teas in general. On the paper tea packet, Tazo writes, ""a more aromatic version of the Earl's traditional black tea scented with the essence of bergamot""; therein lies the problem---a little too perfumy and scented for me. On their web site, Tazo describes the flavor profile of Passion as ""floral, lavender, fragrant, spicy, lemon"". Tazo describes the aroma as ""citrus, lavender, light smoke"".  You may like it; apparently the other reviewers so far do, but it is not for me at all.<br /><br />Also, be careful of letting this tea brew too long accidently. Even a few minutes too long results in a bitter, bitter tea, reminiscent of orange pekoe with a strong perfume added. What a letdown! Even properly brewed, though, this tea cannot, in my opinion, warrant more than three stars.<br /><br />The ingredients in Earl Grey are just black teas and bergamot essence. Note that Earl Grey does contain caffeine.<br /><br />Tazo is an interesting company that makes only super premium teas. They are socially responsible, based in Portland, and have the motto, ""The Reincarnation of Tea"". Tazo is owned by Starbucks. Their web site is fun and quirky, with a Zen-type focus, definitely worth checking out. It is unclear, though, from their web site, how many of their ingredients are organic or kosher, and they do use some ""natural flavors"" in their teas--this wording seems a little vague for a super premium tea.<br /><br />***"
545875,B005TRIV1Y,A3OC0PIVGZTLMK,bigkitten3,1,1,5,1268956800,Delicous great treats!,My dog love this treats very much! They are crazy for all the pro-treat freeze dried treats!
253457,B004JRMG98,A3HQAPXAJV7PRX,Diane Kistner,1,2,4,1314748800,Good on hamburgers and fries,"I'm not a great cook, so we wind up eating a lot of burgers and fries in our house. Instead of picking up fast food, I prepare frozen burger patties and fries in the oven. I tried some of this Taco Bell Jalapeno Sauce tonight on the burgers and as a dip for the fries instead of the usual ketchup and mustard. It really woke up the taste and made a normally boring meal a little bit special.<br /><br />I don't know which particular thickening agents are responsible for mouth-feel in a dressing, but I tend to dislike whatever Kraft uses in their salad dressings and sauces; they tend to feel almost slimey or gummy (for lack of a better word) on my tongue with a decidedly ""plastic"" (i.e., overly processed/fake-food) taste. (And forget the low-fat versions of anything; I'd rather do without than have to taste those!) I prefer the taste and mouth-feel of Ken's salad dressings (especially the 0-carb Creamy Caesar), so if you are familiar with both of these products, maybe the following will make sense to you:<br /><br />The Taco Bell Jalapeno Sauce is a lot closer to the mouth-feel of Ken's than to Kraft, but it still has something in it with a bit of that gummy feel to it. It's not nearly as ""plastic""-tasting, though, and it's quite tasty on hamburgers I think. It's not scorching hot, but it's got a bit of a kick to it. It pairs well with a slice of raw onion. I actually like it better thinned with a little Duke's mayonnaise, but only because that cuts down even more on the slight gumminess.<br /><br />I expect we'll buy more."
398382,B000V17ML8,A36OEM98AUAG9E,"New Daddy ""Da-da""",0,0,5,1305763200,"Spicy, Flavorful, and Delicious!!","If you find some of the Kitchens of India recipes a little bland, this one is the opposite: very strong flavors deliciously blend to create a wonderful meal.  This one takes a little longer to make due to the need to marinate the meet for 20 minutes, and also because the recipe calls for 1/3 cup lemon curd (I had to Google this but found it easy to make from a few common ingredients). So while not exactly a ""heat and serve"" recipe, it is still easy and very delicious if you like Indian spices.  My wife and I both loved the strong flavors in the dish, but my wife found it a little bit on the spicy-hot side, while for me ""nothing is too hot"", and this dish was just moderately spicy.  I was tempted to substitute yogurt for the lemon curd, but was really glad I made the lemon curd like the recipe said, because I could taste the hint of lemon in the final product, and it was a really nice touch.  I highly recommend this meal if you like strong flavored spice, and enjoy moderately spicy-hot foods."
186253,B002LN1ME2,ATBRBWM00I3K8,ginger AZ,1,1,5,1280793600,gingerAZ,This product is very good to take with Oxy-Powder.  It cuts down on the amount of Oxy-Powder one needs and this is very good for ones budget.<br />It also helps ones energy so you feel better.
270970,B000EQSAIY,A2E0C9H49TCK4R,"Liza Silber ""World Traveler""",6,6,5,1217376000,A Great Taste of France,"I just got back from being in Paris for a delicious month and was turned on to Fleur de Sel de Camargue by Ina Garten in her book ""Barefoot in Paris"", which I took with me, and it changed the way I cook and how I experience the process and the end result. I found this product abundant at La Grande Epicerie de Paris at 38 rue de Sevres, where every thing can be found in abundance!! I brought back a dozen containers! Who knew I would be able to get it on Amazon!! Thank you Ina and thank you Amazon!!!"
115697,B000E23VXW,A38NCS7R4G8XBL,E. Campbell,2,2,4,1274140800,Great for Smoothies,"I was looking for an alternative source of protein because I try to avoid soy as much as possible.  I read about hemp and wanted to give it a try.  I bought a couple different kinds but didn't like that some of them -- mostly the ones with flavor -- have a bunch of stuff added to them.  Plus they didn't taste good.  I started adding two scoops of Living Harvest Hemp Protein Powder to my smoothies, along with almond milk or kefir and berries.  The hemp powder made the smoothie an awful color but I thought the berries covered the ""dirty"" taste of the powder.  I can't imagine adding it to water or food -- I don't think I could get it down.  But if you're looking for something to add to smoothies, give this a try."
567908,B005K4Q68Q,A3LJ6ZJ3MB6NNO,princess1,0,0,2,1349913600,hot chocolate,I thought the Grove hot chocolate is to sweet. It also has an off taste. I would not recommend this to anybody
442580,B007CBBH2U,A69C9PPMU55LH,Chicago parent,1,1,5,1341014400,finally...,"I have tried every supposed dark roast/bold decaf k-cup out there, none of which remotely compare to my favorite non-decaf which is Green Mt. Double Black Diamond.  Finally, this is a decaf that is every bit as good the best ""regular"" coffee.  If you are looking for a rich, bold decaf, I highly recommend this!"
528170,B003DVTAN6,A32CLVMR910PFX,"Deb G. ""Bunno""",1,1,5,1289952000,PRO - PROBIOTIC SWEETENER,"Nevella is an outstanding product. This is a Probiotic product that actually works to assure a balanced digestive system and regularity. I've been using Nevella for about six months and am amazed. I no longer take an individual probiotic in pill form. My local grocery store only carried it for a short time but as always, I can count on Amazon to deliver."
27043,B00024D628,AB9WK8CJGW4LG,Satisfied,5,5,5,1136419200,Your body will thank you,"Naturade's Bavarian Chocolate flavor is outstanding.  I've been taking this product for breakfast and lunch at work since about September 2005, and I'm not sick of it yet.  Not even close.  I'll consume as much as I want during the day when I want.  I feel completely full for a few hours with one drink. I mix it in a 20 ounce bottle with two scoops.  Your body will appreciate the health benefits of this drink, unlike fried or fast food that will take down your energy level and leave you feeling groggy.  You will lose weight also from taking this product.  I lost 20 pounds and am now at a level of maintaining my current weight, and I owe a lot to Naturade Soy.  I've also tried the Vanilla flavor.  I was not impressed. Buy the Bavarian Chocolate and try it out.  You'll be glad you did."
119188,B0014EOUBQ,A30ESEDL8HT8BU,C. Harris,0,0,4,1307923200,Refreshing!,"This is a tasty and refreshing beverage. For those on the go, like most of us are these days, it is a valuable supplement to our sometimes neglected daily dietary needs. I take a glass a day, and then try to make good choices at meal times. The big question is; does it work? Does it indeed give you all that your body needs from fruit and veggies? Well, I don't know. If I could be sure that it did, I would raise my rating to five stars. Definitely more palatable than the original V8!"
326875,B0000TZ204,A2OBDNQ5ZYU1L8,"Diana De Avila ""MS Gkygrl""",9,9,5,1243296000,Great Wet Food for Indoor Cats - Worth the Money,"When you buy Natural Balance (Dick Van Patten's Brand from ""Eight is Enough"" -- who knew) you will discover that you are paying more than your regular Friskies, 9-Lives or regular store available brands.  In fact, sometimes this brand is hard to find ... but it's worth every penny.<br /><br />Our cats enjoy a mixture of <a href=""http://www.amazon.com/gp/product/B0008VKBEQ"">Wellness Healthy Weight Formula Dry Cat Food</a> and Natural Balance wet food.  I use the Indoor formula because they are indoor cats.  Our cats love this formula and chow it down like happy campers.  Their fur is soft as can be, their eyes are bright and they are in great health.<br /><br />You need to understand that in the world of cat food like so many other things, you really get what you pay for.  You will either spend more money on food, or eventually more money on litter materials because feeding a cat regular store bought food with a lot of ""corn meal"" filler creates the smelliest, and fullest litter box around.  Time has taught me this.<br /><br />Once you begin to understand that all cat foods are not created equal and where there is ""corn meal"" filler in the ingredient list (cheap for manufacturers and smelly for the household), you will have more cat waste and more litter to have to scoop and buy.<br /><br />With good foods like Natural Balance (if your cat tolerates it well), you will discover less cat ""poop"" in the litter box and a LOT less smell around the house.  Put good stuff in your cat, get more pleasant outcomes :)<br /><br />I've lived it and learned it.  We are a 5 cat household with ONE litterbox and do amazingly fine.  I use <a href=""http://www.amazon.com/gp/product/B000EUIP9Y"">Nature's Logic Ponderosa Pine Cat Litter</a> and this keeps odors to an absolute minumum.  Some people wonder if we have cats!  I change our box twice a week.<br /><br />Good stuff in, good stuff out = happy cats and happy owners."
297814,B002Q0Z8F4,A3DQBV9X494I4D,Marjorie L. Currin,0,0,1,1302220800,My cats won't eat them,My reclaimed feral cats normally mob me for treats.  These are very hard and must not have a good taste.  I was really disappointed that Halo would produce something this bad and that Amazon would sell it.
314182,B002EDIJX6,A3DPPES5U6EY2V,P. Reische,2,2,5,1317427200,YUM!!,"These cookies are delicious. Never heard of ""Mother's cookies"" until someone from California visited my work place. I found them at Amazon & ordered some. SOO glad I did. They are excellent."
262335,B001EPPJX8,A17NH4BTJN4NKO,"C. Wordlaw ""cw""",1,1,3,1328400000,Sometimes great,"The first batch of this I purchased about a year ago was great.  Complex, good presence, all around great oolong (darker style ti kwan yin, not the greener variety available through other makers).  The second batch I bought a few months back was subdued, by comparison.  I'm guessing my second batch was fairly old.  Bummer, cause I really liked the first batch and will now be hesitant to risk another purchase.  BTW, I have purchased several Tao of Tea oolongs through amazon and this was the only one worth purchasing.  Recently gave their chai a try, which was outstanding, but the oolongs are a different story.  If your going to give Tao of Tea oolongs a try, this is the only one I'd recommend you consider."
214112,B003ZDYQ0E,A16C6F8N8ILGBS,"J.D. ""mcb859""",1,2,1,1323216000,not very good,"I'm a vegetarian, I enjoy sprouted grain breads and meat alternatives, but as far as desserts go, I still find very few vegan/gluten free ones I like the taste of. This one was not very good. I still prefer to bake with butter, eggs and (wheat) flour."
7506,B0001M0Z3O,A3F3B1JPACN215,Michael G. Lustig,4,4,5,1265673600,It is what is advertised,"Yes, there are higher HU products but this is exactly what is advertised.  I use this to make a tincture to reduce high blood pressure.  Comment if you want more info."
327018,B0029NILPW,A23CIZQS0Q3K93,Lee Schuler,0,0,5,1345593600,Spoiled chihuahua loves it!!!,"I started feeding this when my vet told me to stop giving him his beloved cat food.  It is the only dog food that he will eat.  He has now achieved normal weight, is very healthy and very active.  Great stuff!!!!!"
261472,B0017T6S1I,A1YF6UA7DP9L14,mellojello,1,1,4,1280793600,great tea,This is an excellent bottled tea. It has no sugar at all but it has a great taste and the jasmine seems to give it a natural sweet taste.
303910,B004G5ZYOW,AE86YGO58RQ8C,A. Scribner,1,5,1,1319068800,Gigantic Waste of Money,Don't bother with these....dogs go through them so fast! I have a small boxer that chewed an entire antler in 1.5 hours and the darn thing cost $20!
178771,B000MUPCEW,A5UHGZ9XN5VQ9,Rebecca Bandy,4,4,5,1191715200,These are great!,"We first discovered these at Whole Foods market and liked them immediately.  There are quite a few varieties that Freeland makes, but this one is our family's favorite, mostly because of the sprouted buckwheat groats.  They are high in protein (8 grams!) and very tasty.  Perfect for me while I was pregnant and still great now that I am a nursing mom.  Buying them from Amazon garners a big savings as these are pricey for a granola bar."
304409,B001AS1A4Q,A2J8XLK5HWNHQS,Tammy L. Lacey,6,7,5,1196380800,Husband's favorite energy boost,"My husband loves this stuff. We ran out of it because I had a pending order elsewhere that fell through(they might have kept my money forever if I hadn't cancelled the backordered order), so, needless to say, I was happy to find a good price on Amazon that actually beat what I had thought was the best deal I could find. I received my product within a couple of days and am very satisfied."
215377,B001EO5QPA,A227E8U5TLDWP,Patricia A. Lesniak,0,0,5,1340582400,Decaf Chai spiced loose tea,This is the only brand which I could find that sells decaf chai as loose leaf tea.  It is delicious also.
52736,B0017T2MWW,A3SYTEMUMKIBZ5,Alex,0,0,5,1294272000,"Delicious, refreshing!","I drink about 10 cups of tea a day. Mostly black, so I'm pretty picky about my green teas. I ordered these so I'd have something to grab when heading out and not wanting to brew a pot. I never sweeten any tea, the taste is much better unsweet. So, I cannot comment on how this would taste sweetened but it really doesn't need it. I would buy these again, they arrived in good shape (no leaks) and fit nicely in the door of the fridge. You def want to drink them really cold for best taste."
424028,B000LKYSOI,A1T6RI3FZ6KXES,Scope99,0,1,5,1349481600,Incredible Brownies!,"These are my favorite brownies that you can make at home by far and are also better than anything you can buy at a grocery store! They have a great consistency and deep flavor! They are also very easy to make. If you add extra water to the icing mix, believe it or not, you can make an extremely rich, chocolatey drink similar to a Starbucks (don't go there often-rude service here in Atlanta and probably most places!) chocolate beverage that was served years ago. I don't put frosting on the brownies and just make a small serving of this rich ""hot chocolate"" when I am making them because the frosting mix is so similar to cocoa mix. I would never buy a different brand!"
93379,B007TGDXMU,A33GYG8OH21U35,Satisfied Customer,0,0,5,1350777600,Great coffee,"I was pleased with the amount of coffee pods you got for a great price.  A bit on the strong side, but full of flavor."
528772,B000EVMNMI,A1X42EACQY0L5X,E. Waggoner,0,0,5,1226880000,Don't buy these if you don't alredy know you like them!!,"These are my favorite candy of all time. HOWEVER... a lot of people don't like them. I would strongly recomment finding them locally and trying them first!<br /><br />Also be aware they are a little harder than gummi bears by nature... even at their very freshest. I actually like them better if they've been open for a few days... but I'm just weird that way.<br /><br />After paying just over $2.00 for a 5oz. bag at my local grocery store, I was thrilled to find a good place to buy bulk online.<br /><br />If you know 'em and love 'em don't hesitate to buy. If you don't know them, then try them somewhere first.<br /><br />They also ship very fast."
282022,B007RTR8A2,A3VLCQX7NG1N0E,Erin O'Riordan,0,0,4,1345680000,Left My Hair Moisturized,"This shampoo works for leaving my hair feeling clean and moisturized, which is good, because I blow-dry a lot. It has a pleasant, soft apples-and-violets scent. (It reminds me of something from my childhood, but I can't quite remember what.) Don't be surprised when you see that the product is the same lavender color as the bottle."
555748,B001TLY7BM,A3RQY6UB6IVMR9,"Se ""SN""",0,0,5,1293148800,Paw Lickin' meal,"The cats couldn't lick their paws enough after eating this cat food. I highly recommend it. It looks good, smells good and according to the two boy cats I have, it tastes good."
402613,B001IWBI1E,A3KD9GE0P884YV,Flere Imsaho,1,1,5,1326240000,Best cream soda you can buy,"This is simply the best cream soda available today. The strong honey and vanilla flavors are what elevate it above otherwise excellent gourmet cream sodas such as Hank's and Virgil's.<br /><br />If Cream Soda exists in Plato's world of forms, this is it."
